id	tweet_id	tweet_url	user_id	tweet	target_word	Aggression	Emotion	Emphasis	Auxiliary	Signal Group Identity	Non-vulgar	majority	has_majority
2421123722_718235582552477697_23	718235582552477697	https://twitter.com/realdonaldtrump/status/718235582552477697	2421123722	<USER> <USER> you said 20 yrs liar i watch the show you need help don't nobody want your old stale ugly dried up <b>ass</b>	ass	3	0	1	3	0	0	2	0
542126727_419320185850314752_7	419320185850314752	https://twitter.com/realdonaldtrump/status/419320185850314752	542126727	Gee, thanks Amber Alert for scaring the <b>hell</b> out of me	hell	0	3	3	0	0	1	0	0
33563474_888475146159177728_17	888475146159177728	https://twitter.com/realdonaldtrump/status/888475146159177728	33563474	<USER> I was like dude we get it, im pretty sure #45 got enough lips on his <b>ass</b> already, he should be running outta space.	ass	1	1	2	2	0	1	2	0
597022097_260092735321673728_4	260092735321673728	https://twitter.com/realdonaldtrump/status/260092735321673728	597022097	What's with these crazy <b>fucks</b> in fatigues just shooting people in America? It's time to start checking ID's for military clothing.	fucks	1	2	1	1	2	0	3	0
236199582_868109076848410624_0	868109076848410624	https://twitter.com/realdonaldtrump/status/868109076848410624	236199582	<b>Shit</b> is gettin serious if I'm doing this at 4am. #running #bibchat #Strava <URL> <URL>	shit	0	3	1	3	0	0	0	0
17970602_866294335364636672_5	866294335364636672	https://twitter.com/realdonaldtrump/status/866294335364636672	17970602	<USER> <USER> Just snatched her <b>ass</b>	ass	2	1	2	2	0	0	1	0
177029802_643123553617977344_4	643123553617977344	https://twitter.com/realdonaldtrump/status/643123553617977344	177029802	<USER> wtf... Where the <b>hell</b> is our Defense? Get off the field!	hell	0	3	3	1	0	0	1	0
2177326815_748189311120572416_5	748189311120572416	https://twitter.com/realdonaldtrump/status/748189311120572416	2177326815	These are some rude ass <b>bitches!</b> I don't Iknow what it is about me that makes other females hate on me. FML!	bitches	3	0	1	0	3	0	2	0
189968415_639816207072411648_5	639816207072411648	https://twitter.com/realdonaldtrump/status/639816207072411648	189968415	You can be a bad <b>motherfucker</b> but that don't make you a man...	motherfucker	2	1	1	2	1	0	3	0
228675518_630935498320691200_6	630935498320691200	https://twitter.com/realdonaldtrump/status/630935498320691200	228675518	I gained ten pounds this summer. <b>Damn...</b> L0L	damn	0	3	3	1	0	0	0	0
1932552169_491072415431000064_6	491072415431000064	https://twitter.com/realdonaldtrump/status/491072415431000064	1932552169	<USER> Rappers that make money by <b>fucking</b> up a already corrupted society even more. Because I soooo want to be like that. #RapIsAwful	fucking	2	2	1	2	0	0	1	0
1965257323_900123212603949056_13	900123212603949056	https://twitter.com/realdonaldtrump/status/900123212603949056	1965257323	<USER> I'd have to say future trunks, current day trunks is a smart <b>ass</b> but isn't as hardened as his alternate version	ass	3	0	0	3	1	0	0	0
216924580_280049981270929408_10	280049981270929408	https://twitter.com/realdonaldtrump/status/280049981270929408	216924580	My friends cat is in heat she's becoming a little <b>whore</b>	whore	3	0	0	3	1	0	3	0
28928735_162219120115458048_18	162219120115458048	https://twitter.com/realdonaldtrump/status/162219120115458048	28928735	I haven't tweeted all week long! There definitely must be a place reserved for me now in Twitter <b>Hell!</b>	hell	0	2	1	2	1	1	3	0
18705061_253117737675673600_2	253117737675673600	https://twitter.com/realdonaldtrump/status/253117737675673600	18705061	Fighting Like <b>Hell</b> on LIVESTRONG Day <URL> via <USER>	hell	0	2	2	1	0	2	2	0
335474206_896571259110268928_11	896571259110268928	https://twitter.com/realdonaldtrump/status/896571259110268928	335474206	It's not a wreck. It's murder. It's white supremacy sent from <b>Hell.</b> It's a damning sin. Call it what it is. <URL>	hell	0	2	2	1	0	2	5	0
38652986_933512080740769793_12	933512080740769793	https://twitter.com/realdonaldtrump/status/933512080740769793	38652986	<USER> Lol yup. Still on my bs lol. Rowdy said where the <b>fuck</b> is her hairline	fuck	0	3	3	1	0	0	2	0
3242578086_611030777682264064_5	611030777682264064	https://twitter.com/realdonaldtrump/status/611030777682264064	3242578086	<USER> looks like it says <b>'Ass</b> Clown'	ass	2	1	2	2	0	0	3	0
4027517267_686404600312795139_5	686404600312795139	https://twitter.com/realdonaldtrump/status/686404600312795139	4027517267	<USER> lmao yeah cause a <b>bitch</b> can't sing and my character sings in the game	bitch	3	1	0	0	3	0	4	0
617547972_581658295783596032_5	581658295783596032	https://twitter.com/realdonaldtrump/status/581658295783596032	617547972	<USER> no. :( i'm kinda <b>pissed,</b> but AATT is so awesome that i guess i can wait until someone posts it again. i can't believe it!	pissed	1	3	0	3	0	0	1	0
124241281_140251936480952320_7	140251936480952320	https://twitter.com/realdonaldtrump/status/140251936480952320	124241281	<USER> put like 50 songs on dat <b>bitch</b> lol	bitch	1	0	0	3	3	0	3	0
247130343_223393520906534912_9	223393520906534912	https://twitter.com/realdonaldtrump/status/223393520906534912	247130343	<USER> damn no wonder you hate that friend zoned <b>shit</b>	shit	0	3	3	1	0	0	1	0
855624000_940612860153036800_7	940612860153036800	https://twitter.com/realdonaldtrump/status/940612860153036800	855624000	<USER> <USER> <USER> Alberto did the same <b>shit</b> and got called out for it he wrote an apolo... <URL>	shit	1	2	2	2	0	0	3	0
363943044_297742600054661120_4	297742600054661120	https://twitter.com/realdonaldtrump/status/297742600054661120	363943044	<USER> haha who isn't <b>'shit'</b> In this game for ya? :D	shit	1	1	2	2	1	0	3	0
1536725665_739236486990684160_21	739236486990684160	https://twitter.com/realdonaldtrump/status/739236486990684160	1536725665	Never seen this movie. But Tiffany said that there were elements of King Lear. So is Arthur Kennedy like Edmund the <b>bastard?</b> #tcmparty	bastard	2	0	0	1	2	2	5	0
247059779_252168127817846784_3	252168127817846784	https://twitter.com/realdonaldtrump/status/252168127817846784	247059779	<USER> <USER> #BELIEVEtour' <b>Hell</b> Yeah!	hell	0	3	3	0	0	1	2	0
2428074381_478598531817558016_4	478598531817558016	https://twitter.com/realdonaldtrump/status/478598531817558016	2428074381	I bet #Ronaldo is <b>PISSED</b> right about now! #WorldCup2014 #GermanyVsPortugal	pissed	1	2	2	2	0	0	1	0
822540_527263937302380544_7	527263937302380544	https://twitter.com/realdonaldtrump/status/527263937302380544	822540	A chance to play TIE Fighter again? <b>Hell</b> yes	hell	0	3	3	0	0	1	2	0
26565850_901237986280349696_5	901237986280349696	https://twitter.com/realdonaldtrump/status/901237986280349696	26565850	<USER> Good riddance you fake <b>ass</b> POS!!! Fake News just like your FAKE ASS PHD!!!!	ass	2	1	2	2	0	0	0	0
2302467720_677732146367225856_3	677732146367225856	https://twitter.com/realdonaldtrump/status/677732146367225856	2302467720	editing trickshots n <b>shit</b> w/ Shots <URL> via <USER>	shit	0	3	1	3	0	0	3	0
4108670475_747068038067806212_2	747068038067806212	https://twitter.com/realdonaldtrump/status/747068038067806212	4108670475	What the <b>fuck.</b> Let's try the most famous free-to-play dating sim <URL> #accela	fuck	0	3	1	3	0	0	1	0
14336742_870434617643290626_3	870434617643290626	https://twitter.com/realdonaldtrump/status/870434617643290626	14336742	<USER> ass ass <b>ass</b>	ass	0	3	0	3	0	1	3	0
18784606_878065598730612736_6	878065598730612736	https://twitter.com/realdonaldtrump/status/878065598730612736	18784606	<USER> '20-10 Tennessee' & 'Fight Like <b>Hell'</b> on the setlist Saturday plz	hell	0	0	3	1	0	3	5	0
27996959_3719774964_5	3719774964	https://twitter.com/realdonaldtrump/status/3719774964	27996959	I just might have a <b>bitch</b> fit i'm so sick of bullshit. And no i don't wanna talk about it or i will blow the Fuck up!	bitch	1	3	3	0	0	0	1	0
1368574843_671055826384097280_2	671055826384097280	https://twitter.com/realdonaldtrump/status/671055826384097280	1368574843	<USER> chat <b>shit</b> get banged	shit	0	3	1	3	0	0	3	0
14304515_861802751168323586_16	861802751168323586	https://twitter.com/realdonaldtrump/status/861802751168323586	14304515	So, I just told him this wasn't working. Watch him try to pull out his E.D. <b>dick</b> out and make me change my mind.	dick	3	0	0	3	0	1	3	0
19246122_105778092613709825_5	105778092613709825	https://twitter.com/realdonaldtrump/status/105778092613709825	19246122	Of Mites And Men' - <b>Damn.</b> I don't like seeing Dr. Blake powerless, but I like this Senator Ngyuen. <URL> <USER> #Eureka	damn	0	3	1	3	0	0	1	0
17934976_936044279167938560_1	936044279167938560	https://twitter.com/realdonaldtrump/status/936044279167938560	17934976	The <b>shit</b> you left doesn't cover the two months of free rent that you had. I think that's all that really needs to be said.	shit	2	2	0	2	1	0	3	0
949712449_828641415680913408_12	828641415680913408	https://twitter.com/realdonaldtrump/status/828641415680913408	949712449	<USER> <USER> he'll make it we made it through 8 years of <b>hell</b>	hell	0	2	1	2	0	2	3	0
22405577_3525522656_13	3525522656	https://twitter.com/realdonaldtrump/status/3525522656	22405577	I just got mad at Intervention cuz the addict they're saving doesn't appear <b>fucked</b> up enough to be on tv.	fucked	0	3	3	1	0	0	1	0
317911064_935614134418395138_10	935614134418395138	https://twitter.com/realdonaldtrump/status/935614134418395138	317911064	<USER> why does it matter? take a look around, christmas <b>shit</b> everywhere	shit	1	2	1	2	0	1	3	0
109457750_943330664799260672_13	943330664799260672	https://twitter.com/realdonaldtrump/status/943330664799260672	109457750	#ISawMommy putting Santa's gifts under the tree, and it disappointed me that the <b>bastard</b> outsourced the work instead of doing it himself.	bastard	3	3	0	0	1	0	3	0
30500943_820450741961822208_4	820450741961822208	https://twitter.com/realdonaldtrump/status/820450741961822208	30500943	<USER> <USER> Lol no <b>shit.</b> But he's the only one whose full name is on the mic.... it was just a joke anyway.	shit	0	3	1	3	0	0	3	0
332628187_198955070971318273_0	198955070971318273	https://twitter.com/realdonaldtrump/status/198955070971318273	332628187	<b>Fuck</b> it. Let's just celebrate every country's holidays	fuck	1	2	2	2	0	0	1	0
483346250_564213068318527488_5	564213068318527488	https://twitter.com/realdonaldtrump/status/564213068318527488	483346250	AMBASSABABES AND CUTE AMBASSADOR BOYS <b>HELL</b> YEA	hell	0	3	3	1	0	0	2	0
351982891_291770368077754370_3	291770368077754370	https://twitter.com/realdonaldtrump/status/291770368077754370	351982891	<USER> hahahahaha!!! That <b>bitch</b> is fucking scary!	bitch	3	1	0	0	3	0	4	0
388328258_503709394513985537_10	503709394513985537	https://twitter.com/realdonaldtrump/status/503709394513985537	388328258	nicki need new choreography though shes doin the same exxact <b>shit</b> from the video #VMA	shit	1	3	0	3	0	0	3	0
27761720_696520806478848001_19	696520806478848001	https://twitter.com/realdonaldtrump/status/696520806478848001	27761720	why does my body hurt? this BETTER be stress and not sickness. I do NOT have time for that <b>shit.</b>	shit	0	3	1	3	0	0	3	0
17412436_182886211097067520_2	182886211097067520	https://twitter.com/realdonaldtrump/status/182886211097067520	17412436	Clients From <b>Hell</b> <URL> via <USER>	hell	1	2	1	2	0	1	1	0
558346283_799420729821261824_1	799420729821261824	https://twitter.com/realdonaldtrump/status/799420729821261824	558346283	holy <b>shit!</b> i thought i'd never say this, but i'm back to streaming. Too much has happened. and i apologize for the 2 month 'vacation'	shit	0	3	3	1	0	0	1	0
429363409_583403079128588289_5	583403079128588289	https://twitter.com/realdonaldtrump/status/583403079128588289	429363409	<USER> <USER> I would change <b>asshole</b> to genius..there's no one in the world who would troll the life outta their cheating ex	asshole	0	2	1	2	1	1	1	0
40975488_362358602314416130_3	362358602314416130	https://twitter.com/realdonaldtrump/status/362358602314416130	40975488	<USER> <USER> lucky <b>bitch!</b>	bitch	2	1	1	1	2	0	4	0
4892221799_933012917531930624_5	933012917531930624	https://twitter.com/realdonaldtrump/status/933012917531930624	4892221799	Grief is a tricky, tricky <b>bastard.</b> #grief <URL> <URL>	bastard	2	2	2	1	0	0	1	0
2723441021_499335098727006208_17	499335098727006208	https://twitter.com/realdonaldtrump/status/499335098727006208	2723441021	watching nightmare on elm street, and I'd be doing meth or acid if I were those kids, <b>bitch</b> I'm not gonna sleep with a psycho after me!	bitch	2	2	1	1	1	0	4	0
424507759_186226493943316482_11	186226493943316482	https://twitter.com/realdonaldtrump/status/186226493943316482	424507759	damn havnt been on twitter in forever.. almost forgot about this <b>shit..</b> been too busy on facebook an otha shit	shit	0	3	1	3	0	0	3	0
27646610_269139443200446464_9	269139443200446464	https://twitter.com/realdonaldtrump/status/269139443200446464	27646610	just when i think this day has gone to <b>shit,</b> things start looking up..#sighofrelief	shit	0	3	1	3	0	0	1	0
3196361888_600500021599940608_4	600500021599940608	https://twitter.com/realdonaldtrump/status/600500021599940608	3196361888	I gotta get my <b>shit</b> together rns	shit	0	3	1	3	0	0	3	0
245204127_293129635229749249_5	293129635229749249	https://twitter.com/realdonaldtrump/status/293129635229749249	245204127	Bowman mugged Roddy. That was <b>bullshit</b>	bullshit	1	2	2	2	0	0	1	0
2371128043_827034564396724225_8	827034564396724225	https://twitter.com/realdonaldtrump/status/827034564396724225	2371128043	<USER> lookin forward to seeing <USER> kick <USER> <b>ass</b>	ass	3	0	1	3	0	0	0	0
1646911956_941942782809145345_13	941942782809145345	https://twitter.com/realdonaldtrump/status/941942782809145345	1646911956	Like we will continue to say... YALL ARE CRAZY FOR LETTING THIS STUPID <b>ASS</b> BE PRESIDENT <URL>	ass	2	0	2	2	1	0	0	0
91150558_262228257062129664_11	262228257062129664	https://twitter.com/realdonaldtrump/status/262228257062129664	91150558	You think I'm just too serious, I think you're full of <b>shit</b> #pink Hkm w llh y 'wkhtshy :D	shit	3	0	1	3	0	0	0	0
30729030_367479244131430400_6	367479244131430400	https://twitter.com/realdonaldtrump/status/367479244131430400	30729030	Photo: ass-dad: heard u was talkin <b>shit</b> ^^^^^ <URL>	shit	3	1	0	3	0	0	3	0
420811951_684828103265370113_12	684828103265370113	https://twitter.com/realdonaldtrump/status/684828103265370113	420811951	Ol girl don't like me because in Her IMAGINATION I was talking <b>shit</b> about her , but I know the real reason [?]	shit	2	2	1	1	1	0	3	0
2842119424_768608809963126785_5	768608809963126785	https://twitter.com/realdonaldtrump/status/768608809963126785	2842119424	<USER> <USER> Just how the <b>hell</b> did we wind up with that imbecile DJT? <URL>	hell	0	3	3	1	0	0	2	0
364066732_684850891153891328_9	684850891153891328	https://twitter.com/realdonaldtrump/status/684850891153891328	364066732	literally never coming out of my room everyone can <b>fuck</b> off	fuck	3	3	0	0	1	0	1	0
12021352_6826090942_11	6826090942	https://twitter.com/realdonaldtrump/status/6826090942	12021352	Sitting in heathrow hoping the flight is able to take off. <b>Damn</b> snow storms in new york	damn	0	3	3	0	1	0	1	0
155063896_313084793636139008_4	313084793636139008	https://twitter.com/realdonaldtrump/status/313084793636139008	155063896	JCARP HAS A HUGE <b>DICK</b>	dick	0	0	3	3	0	1	3	0
977583558_834630030336544769_22	834630030336544769	https://twitter.com/realdonaldtrump/status/834630030336544769	977583558	But naw, Stats 2 decides to pop up unexpectedly in my marketing analysis class and has me sitting here wondering how the <b>hell</b> I got an A	hell	0	3	3	1	0	0	2	0
200271529_511392840601976832_13	511392840601976832	https://twitter.com/realdonaldtrump/status/511392840601976832	200271529	If you have a bad thought about yourself, tell it to go to <b>Hell</b> because that is exactly where it came from.' ~Brigham Young	hell	2	1	0	2	0	2	3	0
565417834_540779273209270272_8	540779273209270272	https://twitter.com/realdonaldtrump/status/540779273209270272	565417834	<USER> like what the FUCK. none of this <b>shit</b> happened before I watched freakshow	shit	0	1	3	3	0	0	3	0
70020271_94460379350052864_15	94460379350052864	https://twitter.com/realdonaldtrump/status/94460379350052864	70020271	It's so hot outside that I don't know how hot it is outside cuz my <b>ass</b> is staying inside!	ass	0	1	3	3	0	0	3	0
2302373526_429464514862411776_16	429464514862411776	https://twitter.com/realdonaldtrump/status/429464514862411776	2302373526	<URL> HALF THE FANDOM ISN'T DOING ANYTHING. PICK YOUR BALLS UP OFF THE FLOOR, GET YOUR <b>ASS</b> ON YOUTUBE. #RefreshNotReplay	ass	1	1	2	2	1	0	3	0
68014631_673224434304593920_14	673224434304593920	https://twitter.com/realdonaldtrump/status/673224434304593920	68014631	<USER> <USER> If you were wondering about blocking because of this guy... Block his <b>ass.</b> He doesn't deserve your time.	ass	0	1	3	3	0	0	3	0
388328258_247003245183135744_3	247003245183135744	https://twitter.com/realdonaldtrump/status/247003245183135744	388328258	You talk that <b>shit,</b> I walk that shit.. Pills, weed, all that shit #Weezy	shit	0	3	0	3	1	0	3	0
14457390_2098642579_0	2098642579	https://twitter.com/realdonaldtrump/status/2098642579	14457390	<b>Fucking</b> lakers!!!!! Pick it the Fuck up!!!!!!	fucking	1	3	3	0	0	0	1	0
42365904_166726736489357315_11	166726736489357315	https://twitter.com/realdonaldtrump/status/166726736489357315	42365904	It's just prolonging the horrible experience of taking cold medication. Like <b>fuck</b> you, you're not in enough pain as it is.	fuck	3	3	1	0	0	0	1	0
23251048_510578189287317507_17	510578189287317507	https://twitter.com/realdonaldtrump/status/510578189287317507	23251048	<URL> Colton Turner's mother plead guilty to animal abuse after suffocating a horse? Yo, Texas, where the <b>fuck</b> was CPS?	fuck	3	3	1	0	0	0	2	0
63010830_935920944480124928_2	935920944480124928	https://twitter.com/realdonaldtrump/status/935920944480124928	63010830	<USER> <USER> <b>Damn</b> you, <USER> .... This feels like... <URL>	damn	3	3	0	0	0	1	0	0
14296407_269401448033447936_8	269401448033447936	https://twitter.com/realdonaldtrump/status/269401448033447936	14296407	Sleepless at 3am? Gotta be up at 730am? <b>Fuck</b> yeah, perfect time to watch both Expendables 1 and 2 back to back. #insomniablows #followme	fuck	0	3	3	1	0	0	2	0
1413773527_931903311741177856_10	931903311741177856	https://twitter.com/realdonaldtrump/status/931903311741177856	1413773527	I liked a <USER> video <URL> Take a Knee My <b>Ass</b>	ass	0	3	1	3	0	0	1	0
51515404_2916474421_13	2916474421	https://twitter.com/realdonaldtrump/status/2916474421	51515404	<USER> awww we miss you too so much! Hurry up and get your <b>ass</b> home! Hope your still white and not black :)	ass	0	1	3	3	0	0	3	0
106269404_206784234256465920_0	206784234256465920	https://twitter.com/realdonaldtrump/status/206784234256465920	106269404	<b>fuck</b> the rain, memorial day bbq at my moms house, come thru if you're bored #hitmeup #byob	fuck	1	3	3	0	0	0	1	0
1644242924_642192310726434816_5	642192310726434816	https://twitter.com/realdonaldtrump/status/642192310726434816	1644242924	This paper is kicking my <b>ass</b>	ass	1	3	0	3	0	0	1	0
139087965_122913486417313792_6	122913486417313792	https://twitter.com/realdonaldtrump/status/122913486417313792	139087965	Can the paparazzi please give this <b>bitch</b> a job! She in here snapping pics like America's Next Top Model!	bitch	2	2	1	0	2	0	4	0
289669285_357264593313210368_4	357264593313210368	https://twitter.com/realdonaldtrump/status/357264593313210368	289669285	<USER> did it my <b>nigga!</b>	nigga	0	1	2	2	2	0	4	0
211911239_304714689655484418_8	304714689655484418	https://twitter.com/realdonaldtrump/status/304714689655484418	211911239	ive never sucked dick before...i bet it sucks <b>dick.'</b>	dick	0	2	1	2	1	1	1	0
34685031_190905420594946048_2	190905420594946048	https://twitter.com/realdonaldtrump/status/190905420594946048	34685031	<USER> 'holy <b>shit</b> dude did you grow up next to a power plant?' #showeretiquette	shit	0	3	3	0	1	0	1	0
27996959_3719774964_11	3719774964	https://twitter.com/realdonaldtrump/status/3719774964	27996959	I just might have a bitch fit i'm so sick of <b>bullshit.</b> And no i don't wanna talk about it or i will blow the Fuck up!	bullshit	0	3	1	3	0	0	1	0
3112104673_657186502414307328_10	657186502414307328	https://twitter.com/realdonaldtrump/status/657186502414307328	3112104673	Ugh. I just found myself writing 'a tough road to <b>hoe,'</b> but I caught it before I hit send. <USER>	hoe	0	0	0	3	1	3	5	0
376404432_860587644409065476_5	860587644409065476	https://twitter.com/realdonaldtrump/status/860587644409065476	376404432	<USER> $50 for a tee-shirt <b>HELL</b> NO <URL>	hell	0	3	3	1	0	0	1	0
30500943_930505022076604416_4	930505022076604416	https://twitter.com/realdonaldtrump/status/930505022076604416	30500943	Lmao I knew this <b>shit</b> would happen. People need to control themselves. This behavior is honestly disgusting. You sh... <URL>	shit	0	3	1	3	0	0	3	0
24074553_26676999375_3	26676999375	https://twitter.com/realdonaldtrump/status/26676999375	24074553	How in the <b>hell</b> is it 'freedom' to continue to deny rights to LGBT people, and punish those who support them?!	hell	1	3	3	0	0	0	2	0
67190337_435994543842791424_2	435994543842791424	https://twitter.com/realdonaldtrump/status/435994543842791424	67190337	Rhinos & <b>Asses</b> in DC! Thank you Lord, for giving us instruction to rule over all the animals--land & sea. <USER> <USER> <USER>	asses	2	0	2	1	1	1	3	0
54701103_447767782281969664_3	447767782281969664	https://twitter.com/realdonaldtrump/status/447767782281969664	54701103	<USER> <USER> scary <b>shit</b> :)	shit	0	1	3	3	0	0	3	0
35236490_481770444823871488_8	481770444823871488	https://twitter.com/realdonaldtrump/status/481770444823871488	35236490	<USER> ohhh for me it is...3 days til <b>hell!</b> Lol	hell	0	2	2	2	0	1	1	0
34601815_927509229401001984_19	927509229401001984	https://twitter.com/realdonaldtrump/status/927509229401001984	34601815	<USER> We the people DEMAND you act to reduce gun violence. YOU work for US. Do your damn jobs!!! <b>F*ck</b> your... <URL>	fuck	3	3	0	0	1	0	0	0
2485421060_668182606635102208_3	668182606635102208	https://twitter.com/realdonaldtrump/status/668182606635102208	2485421060	26 ways to <b>piss</b> off a Chicagoan | <URL>	piss	0	3	1	3	0	0	1	0
189968415_482949034991448064_0	482949034991448064	https://twitter.com/realdonaldtrump/status/482949034991448064	189968415	<b>Damn</b> you ULTA for being out of the NYX macaroons lipsticks	damn	2	2	1	2	0	0	0	0
363943044_484094252394094592_1	484094252394094592	https://twitter.com/realdonaldtrump/status/484094252394094592	363943044	GOAAAALLLLLLLLLL!!!! <b>Fuck</b> yes!!! Go home US!!!! :) #nooffense	fuck	1	3	3	0	0	0	2	0
704348603_638758102339354624_19	638758102339354624	https://twitter.com/realdonaldtrump/status/638758102339354624	704348603	you are not my parent. mom is my parent. I see you like once a day if I'm lucky. <b>fuck</b> you.	fuck	3	3	1	0	0	0	0	0
726787651_900884865809338368_2	900884865809338368	https://twitter.com/realdonaldtrump/status/900884865809338368	726787651	<USER> <USER> <b>Hell</b> I would take him over stafford	hell	0	3	3	1	0	0	1	0
2824805007_843289821246373890_13	843289821246373890	https://twitter.com/realdonaldtrump/status/843289821246373890	2824805007	Why are you sending vacation pics to a father who doesn't give a <b>shit</b> about you???	shit	0	3	1	3	0	0	1	0
296840627_316024516709085185_4	316024516709085185	https://twitter.com/realdonaldtrump/status/316024516709085185	296840627	Doug Shows. How the <b>hell</b> is he not reffing high school games???? #NCAA	hell	0	2	2	2	0	1	2	0
95299054_29599136987_9	29599136987	https://twitter.com/realdonaldtrump/status/29599136987	95299054	yeah im getting nervous about having all my personal <b>shit</b> on this computer	shit	0	3	1	3	0	0	3	0
90269283_360816419899834368_3	360816419899834368	https://twitter.com/realdonaldtrump/status/360816419899834368	90269283	U got some <b>shitty</b> weather Illinois.... I miss texas heat	shitty	0	3	3	1	0	0	1	0
21053422_1961503846_10	1961503846	https://twitter.com/realdonaldtrump/status/1961503846	21053422	Just got all caught up on The Office, and HOLY <b>SHIT</b> THE FINALE. YESSSSSS.	shit	0	3	3	1	0	0	1	0
11522232_10954923390_20	10954923390	https://twitter.com/realdonaldtrump/status/10954923390	11522232	Dear Starbucks, can you just call your sizes small, medium , and large so I don't feel like a pretensious <b>prick</b> when I order?	prick	2	1	2	1	0	1	3	0
194394101_356234687766736897_8	356234687766736897	https://twitter.com/realdonaldtrump/status/356234687766736897	194394101	They took all that damn time for this <b>bullshit!</b>	bullshit	3	3	0	1	0	0	1	0
3167930208_923729644804698112_2	923729644804698112	https://twitter.com/realdonaldtrump/status/923729644804698112	3167930208	What the <b>fuck</b> type of monster lives in my house and does this?!?! <URL>	fuck	2	2	2	1	0	0	2	0
377782593_382673608469798912_1	382673608469798912	https://twitter.com/realdonaldtrump/status/382673608469798912	377782593	To <b>Hell</b> and everywhere inbetween.	hell	1	1	1	2	0	2	1	0
3109369137_823971141018669057_3	823971141018669057	https://twitter.com/realdonaldtrump/status/823971141018669057	3109369137	<USER> you also <b>fucked</b> my 3yearold out of her antibotics. I lost my 7year old dec31st out of curruption& greed. My 7yodied over$$.	fucked	3	3	1	0	0	0	1	0
354675152_105745979642347520_8	105745979642347520	https://twitter.com/realdonaldtrump/status/105745979642347520	354675152	Best Relationship Matches: Single people and shutting the <b>fuck</b> up about how you wish you weren't single.'	fuck	1	2	2	2	0	0	2	0
2311987414_742172245011881984_4	742172245011881984	https://twitter.com/realdonaldtrump/status/742172245011881984	2311987414	#Ccmf2016 #upshow having a <b>hell</b> of a time!!! <URL>	hell	0	0	3	3	0	1	2	0
424507759_161936070408290304_23	161936070408290304	https://twitter.com/realdonaldtrump/status/161936070408290304	424507759	<USER> yeaa most shit they sell over the internet like that aint legit ecspecially them big offers and deals they be advertising an <b>shit</b>	shit	2	1	2	2	0	0	1	0
617547972_350828051539566592_17	350828051539566592	https://twitter.com/realdonaldtrump/status/350828051539566592	617547972	<USER> One time a crazy lady came to mine, threw papers from shelves, and yelled 'Pick this <b>shit</b> up! Pick this fucking shit up!'	shit	0	1	3	3	0	0	3	0
28409935_841449235606306816_10	841449235606306816	https://twitter.com/realdonaldtrump/status/841449235606306816	28409935	Stupid, Stupid, Stupid. The counselor advisor jackass to the head <b>Jackass</b> is stupid. <URL>	jackass	2	1	0	2	1	1	5	0
470830894_319236230497853442_2	319236230497853442	https://twitter.com/realdonaldtrump/status/319236230497853442	470830894	<USER> not <b>shitty</b> and boring. but not haunted either. its really interesting! do the 'escape' tour. its neat hearing those stories	shitty	0	3	1	3	0	0	1	0
